@RELATION ./Datasets/TEMP/classic-rock.arff

@ATTRIBUTE "Acoustic Guitar Prevalence" REAL
@ATTRIBUTE "Amount of Arpeggiation" REAL
@ATTRIBUTE "Amount of Staccato" REAL
@ATTRIBUTE "Average Interval Spanned by Melodic Arcs" REAL
@ATTRIBUTE "Average Length of Melodic Arcs" REAL
@ATTRIBUTE "Average Note Duration" REAL
@ATTRIBUTE "Average Note to Note Change in Dynamics" REAL
@ATTRIBUTE "Average Number of Independent Voices" REAL
@ATTRIBUTE "Average Number of Simultaneous Pitch Classes" REAL
@ATTRIBUTE "Average Number of Simultaneous Pitches" REAL
@ATTRIBUTE "Average Range of Glissandos" REAL
@ATTRIBUTE "Average Rest Fraction Per Voice" REAL
@ATTRIBUTE "Average Time Between Attacks" REAL
@ATTRIBUTE "Average Time Between Attacks for Each Voice" REAL
@ATTRIBUTE "Average Variability of Time Between Attacks for Each Voice" REAL
@ATTRIBUTE "Brass Prevalence" REAL
@ATTRIBUTE "Chord Duration" REAL
@ATTRIBUTE "Chromatic Motion" REAL
@ATTRIBUTE "Combined Strength of Two Strongest Rhythmic Pulses" REAL
@ATTRIBUTE "Complete Rests" REAL
@ATTRIBUTE "Complex Chords" REAL
@ATTRIBUTE "Compound Or Simple Meter" REAL
@ATTRIBUTE "Contrary Motion" REAL
@ATTRIBUTE "Diminished and Augmented Triads" REAL
@ATTRIBUTE "Direction of Melodic Motion" REAL
@ATTRIBUTE "Distance Between Most Prevalent Melodic Intervals" REAL
@ATTRIBUTE "Distance Between Two Most Common Vertical Intervals" REAL
@ATTRIBUTE "Dominant Seventh Chords" REAL
@ATTRIBUTE "Dominant Spread" REAL
@ATTRIBUTE Duration REAL
@ATTRIBUTE "Dynamic Range" REAL
@ATTRIBUTE "Electric Guitar Prevalence" REAL
@ATTRIBUTE "Electric Instrument Prevalence" REAL
@ATTRIBUTE "Glissando Prevalence" REAL
@ATTRIBUTE "Harmonicity of Two Strongest Rhythmic Pulses" REAL
@ATTRIBUTE "Importance of Bass Register" REAL
@ATTRIBUTE "Importance of High Register" REAL
@ATTRIBUTE "Importance of Loudest Voice" REAL
@ATTRIBUTE "Importance of Middle Register" REAL
@ATTRIBUTE "Initial Tempo" REAL
@ATTRIBUTE "Interval Between Most Prevalent Pitch Classes" REAL
@ATTRIBUTE "Interval Between Most Prevalent Pitches" REAL
@ATTRIBUTE "Longest Complete Rest" REAL
@ATTRIBUTE "Major or Minor" REAL
@ATTRIBUTE "Maximum Note Duration" REAL
@ATTRIBUTE "Maximum Number of Independent Voices" REAL
@ATTRIBUTE "Mean Melodic Interval" REAL
@ATTRIBUTE "Mean Pitch" REAL
@ATTRIBUTE "Melodic Embellishments" REAL
@ATTRIBUTE "Melodic Large Intervals" REAL
@ATTRIBUTE "Melodic Octaves" REAL
@ATTRIBUTE "Melodic Perfect Fifths" REAL
@ATTRIBUTE "Melodic Perfect Fourths" REAL
@ATTRIBUTE "Melodic Pitch Variety" REAL
@ATTRIBUTE "Melodic Sevenths" REAL
@ATTRIBUTE "Melodic Sixths" REAL
@ATTRIBUTE "Melodic Thirds" REAL
@ATTRIBUTE "Melodic Tritones" REAL
@ATTRIBUTE "Metrical Diversity" REAL
@ATTRIBUTE "Microtone Prevalence" REAL
@ATTRIBUTE "Minimum Note Duration" REAL
@ATTRIBUTE "Minor Major Melodic Third Ratio" REAL
@ATTRIBUTE "Minor Major Triad Ratio" REAL
@ATTRIBUTE "Most Common Melodic Interval" REAL
@ATTRIBUTE "Most Common Pitch" REAL
@ATTRIBUTE "Most Common Pitch Class" REAL
@ATTRIBUTE "Most Common Vertical Interval" REAL
@ATTRIBUTE "Non-Standard Chords" REAL
@ATTRIBUTE "Note Density" REAL
@ATTRIBUTE "Note Density Variability" REAL
@ATTRIBUTE "Number of Common Melodic Intervals" REAL
@ATTRIBUTE "Number of Common Pitches" REAL
@ATTRIBUTE "Number of Moderate Rhythmic Pulses" REAL
@ATTRIBUTE "Number of Pitched Instruments" REAL
@ATTRIBUTE "Number of Relatively Strong Rhythmic Pulses" REAL
@ATTRIBUTE "Number of Strong Rhythmic Pulses" REAL
@ATTRIBUTE "Number of Unpitched Instruments" REAL
@ATTRIBUTE "Oblique Motion" REAL
@ATTRIBUTE "Orchestral Strings Prevalence" REAL
@ATTRIBUTE "Parallel Fifths" REAL
@ATTRIBUTE "Parallel Motion" REAL
@ATTRIBUTE "Parallel Octaves" REAL
@ATTRIBUTE "Partial Chords" REAL
@ATTRIBUTE "Percussion Instrument Prevalence" REAL
@ATTRIBUTE "Perfect Vertical Intervals" REAL
@ATTRIBUTE "Pitch Class Variety" REAL
@ATTRIBUTE "Pitch Variety" REAL
@ATTRIBUTE Polyrhythms REAL
@ATTRIBUTE "Prevalence Ratio of Two Most Common Vertical Intervals" REAL
@ATTRIBUTE "Prevalence of Most Common Melodic Interval" REAL
@ATTRIBUTE "Prevalence of Most Common Pitch" REAL
@ATTRIBUTE "Prevalence of Most Common Pitch Class" REAL
@ATTRIBUTE "Prevalence of Most Common Vertical Interval" REAL
@ATTRIBUTE "Prevalence of Second Most Common Vertical Interval" REAL
@ATTRIBUTE "Quintuple Meter" REAL
@ATTRIBUTE Range REAL
@ATTRIBUTE "Relative Note Density of Highest Line" REAL
@ATTRIBUTE "Relative Note Durations of Lowest Line" REAL
@ATTRIBUTE "Relative Prevalence of Most Common Melodic Intervals" REAL
@ATTRIBUTE "Relative Prevalence of Top Pitch Classes" REAL
@ATTRIBUTE "Relative Prevalence of Top Pitches" REAL
@ATTRIBUTE "Relative Range Isolation of Loudest Voice" REAL
@ATTRIBUTE "Relative Range of Highest Line" REAL
@ATTRIBUTE "Relative Range of Loudest Voice" REAL
@ATTRIBUTE "Relative Size of Melodic Intervals in Lowest Line" REAL
@ATTRIBUTE "Repeated Notes" REAL
@ATTRIBUTE "Rhythmic Looseness" REAL
@ATTRIBUTE "Rhythmic Variability" REAL
@ATTRIBUTE "Saxophone Prevalence" REAL
@ATTRIBUTE "Second Most Common Vertical Interval" REAL
@ATTRIBUTE "Second Strongest Rhythmic Pulse" REAL
@ATTRIBUTE "Seventh Chords" REAL
@ATTRIBUTE "Similar Motion" REAL
@ATTRIBUTE "Standard Triads" REAL
@ATTRIBUTE "Stepwise Motion" REAL
@ATTRIBUTE "Strength Ratio of Two Strongest Rhythmic Pulses" REAL
@ATTRIBUTE "Strength of Second Strongest Rhythmic Pulse" REAL
@ATTRIBUTE "Strength of Strongest Rhythmic Pulse" REAL
@ATTRIBUTE "String Ensemble Prevalence" REAL
@ATTRIBUTE "String Keyboard Prevalence" REAL
@ATTRIBUTE "Strong Tonal Centres" REAL
@ATTRIBUTE "Strongest Rhythmic Pulse" REAL
@ATTRIBUTE "Triple Meter" REAL
@ATTRIBUTE "Variability Across Voices of Total Rests Per Voice" REAL
@ATTRIBUTE "Variability of Note Durations" REAL
@ATTRIBUTE "Variability of Note Prevalence of Pitched Instruments" REAL
@ATTRIBUTE "Variability of Note Prevalence of Unpitched Instruments" REAL
@ATTRIBUTE "Variability of Number of Independent Voices" REAL
@ATTRIBUTE "Variability of Number of Simultaneous Pitch Classes" REAL
@ATTRIBUTE "Variability of Number of Simultaneous Pitches" REAL
@ATTRIBUTE "Variability of Time Between Attacks" REAL
@ATTRIBUTE "Variability of Voice Separation" REAL
@ATTRIBUTE "Variation of Dynamics" REAL
@ATTRIBUTE "Variation of Dynamics In Each Voice" REAL
@ATTRIBUTE "Vertical Dissonance Ratio" REAL
@ATTRIBUTE "Vertical Major Third Prevalence" REAL
@ATTRIBUTE "Vertical Minor Seconds" REAL
@ATTRIBUTE "Vertical Minor Third Prevalence" REAL
@ATTRIBUTE "Vertical Octaves" REAL
@ATTRIBUTE "Vertical Perfect Fifths" REAL
@ATTRIBUTE "Vertical Perfect Fourths" REAL
@ATTRIBUTE "Vertical Sevenths" REAL
@ATTRIBUTE "Vertical Sixths" REAL
@ATTRIBUTE "Vertical Thirds" REAL
@ATTRIBUTE "Vertical Tritones" REAL
@ATTRIBUTE "Vertical Unisons" REAL
@ATTRIBUTE "Vibrato Prevalence" REAL
@ATTRIBUTE "Violin Prevalence" REAL
@ATTRIBUTE "Voice Equality - Dynamics" REAL
@ATTRIBUTE "Voice Equality - Melodic Leaps" REAL
@ATTRIBUTE "Voice Equality - Note Duration" REAL
@ATTRIBUTE "Voice Equality - Number of Notes" REAL
@ATTRIBUTE "Voice Equality - Range" REAL
@ATTRIBUTE "Voice Overlap" REAL
@ATTRIBUTE "Voice Separation" REAL
@ATTRIBUTE "Woodwinds Prevalence" REAL
@ATTRIBUTE genre {rock, classic}
@ATTRIBUTE title STRING

@DATA
0.0,0.3218,0.4813,8.966,2.093,0.1659,1.523,2.47,2.755,3.697,0.0,0.5819,0.1011,0.6699,1.859,0.0,0.0514,0.2618,0.1627,0.139,0.09889,0.0,0.0869,0.01828,0.5836,1.0,3.0,0.01408,2.0,219.6,95.0,0.0,0.0,0.0,2.968,0.1658,0.3276,14.25,0.5065,208.0,2.0,2.0,3.873,0.0,3.655,5.0,3.972,65.19,0.008089,0.05821,0.03104,0.02925,0.06507,4.464,0.03851,0.03522,0.1251,0.009254,1.0,0.0,0.02287,1.127,0.7802,2.0,69.0,11.0,0.0,0.4859,19.19,8.832,2.0,0.0,28.0,2.0,10.0,0.0,0.0,0.5766,0.3888,0.01184,0.1511,0.03098,0.2861,0.0,0.3524,12.0,71.0,0.3,0.8352,0.2648,0.0464,0.1301,0.1506,0.1258,0.0,73.0,0.08565,3.052,0.9887,0.8812,0.8667,0.0,0.5342,0.589,0.4545,0.08179,0.5,0.01487,0.0,3.0,184.0,0.05763,0.1854,0.1704,0.5266,1.009,0.08098,0.08172,0.0,0.6112,3.0,62.0,1.0,31.76,0.2703,661.1,0.0,1.025,1.248,2.141,0.08535,6.801,23.0,20.94,0.332,0.4055,0.03569,0.4109,0.1435,0.09059,0.1112,0.1064,0.1797,0.2188,0.05272,0.007094,0.0,0.3888,11.3,1.517,31.76,523.3,12.01,0.9995,9.25,0.0,classic,'Sonata No.4 for Piano and Violin; Mov.4.mid'
0.0,0.4286,0.4853,6.948,1.67,0.229,5.203,4.276,2.075,3.137,0.0,0.4411,0.2325,0.6159,0.5726,0.0,0.09721,0.1668,0.425,0.07088,0.01354,0.0,0.04683,0.007054,0.537,4.0,4.0,0.0119,4.0,67.23,112.0,0.0,0.0,0.0,2.984,0.09906,0.1419,37.0,0.759,182.0,3.0,9.0,4.981,0.0,1.687,7.0,4.017,62.48,0.07831,0.01668,0.01564,0.1011,0.1616,3.275,0.01043,0.06986,0.2357,0.008342,0.0,0.0,0.001374,1.238,0.6754,1.0,58.0,10.0,0.0,0.1554,22.3,6.612,6.0,3.0,8.0,4.0,4.0,4.0,0.0,0.6143,0.0,0.0,0.2176,0.2121,0.6737,0.0,0.5528,12.0,46.0,0.5,0.2631,0.1668,0.1379,0.2115,0.3941,0.1037,0.0,53.0,0.3655,3.757,0.9688,0.7563,0.8447,0.0,0.3585,0.5283,1.077,0.05631,0.0,0.03177,0.0,4.0,182.0,0.07144,0.1212,0.09952,0.3243,1.221,0.1914,0.2336,0.8641,0.0,2.0,61.0,1.0,15.83,0.2569,318.3,0.0,1.339,0.9616,1.519,0.1196,6.782,27.17,7.844,0.1848,0.2842,0.007789,0.2061,0.1724,0.09274,0.06593,0.05748,0.1014,0.1898,0.03787,0.2217,0.0,0.0,28.81,0.9512,15.83,200.4,5.49,0.9993,6.0,0.07764,classic,'Tchaicovsky Waltz of the Flowers.MID'
0.0,0.2438,0.648,28.03,2.401,0.1722,2.068,1.0,2.563,3.326,0.0,0.04688,0.08565,0.08565,0.08774,0.0,0.08725,0.1986,0.1622,0.03125,0.0339,1.0,0.05354,0.04809,0.7041,1.0,7.0,0.04328,4.0,64.0,48.0,0.0,0.0,0.0,2.0,0.2994,0.3795,0.0,0.3211,180.0,2.0,22.0,62.0,1.0,2.0,1.0,11.7,65.0,0.05755,0.3082,0.01918,0.02055,0.01507,7.744,0.09315,0.05068,0.09863,0.006849,1.0,0.0,0.03255,4.143,4.249,1.0,53.0,5.0,0.0,0.3673,18.73,3.755,2.0,0.0,15.0,1.0,15.0,0.0,0.0,0.8,0.0,0.0,0.1061,0.08889,0.4454,0.0,0.3986,12.0,70.0,0.3333,0.6505,0.1986,0.04087,0.1568,0.1929,0.1255,0.0,74.0,0.05421,1.0,0.9517,0.9149,0.9796,0.0,1.0,1.0,1.0,0.0,0.0,0.01886,0.0,7.0,180.0,0.0545,0.0404,0.1328,0.3877,1.031,0.07985,0.08232,0.0,1.0,3.0,90.0,0.0,0.0,0.163,0.0,0.0,0.0,1.07,1.51,0.08774,0.0,6.931,6.931,0.2694,0.2671,0.02096,0.3672,0.1922,0.1255,0.08025,0.0937,0.185,0.2041,0.06125,0.0006326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classic,'(2542)Prelude opus.28; No.16 in B flat minor.mid'
0.0,0.516,0.01048,13.91,1.908,0.1935,1.953,1.0,1.749,1.959,0.0,0.008573,0.1337,0.1337,0.01652,0.0,0.1323,0.05929,0.2739,6.066e-06,0.0,0.0,0.1447,0.0,0.6881,4.0,4.0,0.0,4.0,84.73,79.0,0.0,0.0,0.0,2.0,0.04717,0.2589,0.0,0.6939,152.0,7.0,5.0,84.73,0.0,1.14,1.0,7.292,67.0,0.0,0.1266,0.08654,0.101,0.08173,5.742,0.03686,0.1619,0.2244,0.04327,0.0,0.0,0.05068,1.8,0.0,3.0,67.0,7.0,0.0,0.0,11.36,1.709,2.0,2.0,9.0,1.0,9.0,3.0,0.0,0.6886,0.0,0.0,0.007326,0.0,0.9819,0.0,0.4872,12.0,35.0,0.2222,0.4368,0.1442,0.1551,0.2442,0.3134,0.1369,0.0,45.0,0.07023,1.0,0.7,0.7854,0.7905,0.0,1.0,1.0,1.0,0.003205,0.0,0.02566,0.0,4.0,73.0,0.0,0.1593,0.01814,0.1346,1.011,0.1362,0.1377,0.0,1.0,2.0,146.0,0.0,0.0,0.132,0.0,0.0,0.0,0.4633,0.5884,0.01652,0.0,10.81,10.81,0.1453,0.1504,0.001105,0.1084,0.1599,0.09632,0.07742,0.04471,0.1597,0.2263,0.05,0.1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classic,'.Study No.1; Confidence; opus.109.mid'
0.0,0.1934,0.879,26.43,2.644,0.109,1.229,1.0,1.826,2.07,0.0,0.09346,0.1097,0.1097,0.05569,0.0,0.07948,0.2325,0.2122,0.08134,0.0,1.0,0.04255,0.06428,0.6975,1.0,4.0,0.03299,3.0,54.05,63.0,0.0,0.0,0.0,1.981,0.1125,0.3535,0.0,0.534,156.0,7.0,5.0,18.15,0.0,1.053,1.0,9.837,67.0,0.001062,0.2942,0.06173,0.02675,0.02881,4.413,0.04527,0.04733,0.02058,0.0,0.0,0.0,0.0,0.6667,0.4393,1.0,55.0,7.0,4.0,0.4204,17.44,5.833,2.0,2.0,13.0,1.0,13.0,2.0,0.0,0.8351,0.0,0.0,0.07447,0.06383,0.3529,0.0,0.3005,12.0,53.0,0.07692,0.8051,0.2325,0.1189,0.2091,0.1819,0.1464,0.0,67.0,0.07113,1.0,0.9558,0.8426,0.8214,0.0,1.0,1.0,1.0,0.02058,0.0,0.02192,0.0,0.0,53.0,0.05113,0.04787,0.1756,0.4547,1.041,0.1039,0.1082,0.0,1.0,2.0,105.0,0.0,0.0,0.08621,0.0,0.0,0.0,0.9831,1.228,0.05569,0.0,13.95,13.95,0.3246,0.2614,0.01686,0.1714,0.1464,0.05302,0.1011,0.1092,0.166,0.2884,0.07938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classic,'.Study No.10; Velocite; opus.109.mid'
0.0,0.5273,0.4167,34.21,3.38,0.252,1.433,1.0,1.796,2.134,0.0,0.05136,0.1536,0.1536,0.105,0.0,0.1804,0.0,0.2489,0.04315,0.0,1.0,0.1514,0.00625,0.8402,2.0,7.0,0.0,4.0,82.22,101.0,0.0,0.0,0.0,3.0,0.1771,0.1473,0.0,0.6756,88.0,5.0,5.0,45.35,1.0,1.069,1.0,10.06,63.0,0.002976,0.3027,0.1211,0.0957,0.1367,7.297,0.01758,0.04688,0.2168,0.0332,0.0,0.0,0.0,1.413,0.8889,5.0,64.0,4.0,0.0,0.05156,8.195,2.378,4.0,1.0,14.0,1.0,13.0,4.0,0.0,0.7432,0.0,0.0,0.008108,0.005405,0.8953,0.0,0.5002,12.0,42.0,0.2308,0.5683,0.1367,0.09375,0.2381,0.2694,0.1531,0.0,60.0,0.09375,1.0,0.9286,0.8438,0.8889,0.0,1.0,1.0,1.0,0.009766,0.0,0.02211,0.0,7.0,168.0,0.0,0.0973,0.05313,0.01953,1.197,0.1133,0.1356,0.0,1.0,2.0,56.0,0.0,0.0,0.1688,0.0,0.0,0.0,0.5596,0.682,0.105,0.0,20.07,20.07,0.1311,0.1712,0.004781,0.08108,0.2547,0.1531,0.0777,0.03631,0.1635,0.2204,0.02708,0.01476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classic,'.Study No.11; Serenade; opus.109.mid'
0.0,0.6648,0.9371,22.57,2.375,0.08744,1.291,1.729,2.807,3.565,0.0,0.6092,0.1822,0.2049,0.08193,0.0,0.1506,0.002817,0.2931,0.5386,0.03382,0.0,0.07026,0.05073,0.2205,5.0,3.0,0.1254,3.0,74.21,91.0,0.0,0.0,0.0,2.0,0.1688,0.284,9.0,0.5472,168.0,5.0,7.0,4.225,0.0,0.7143,2.0,9.852,64.47,0.0,0.1211,0.3732,0.1239,0.03521,2.559,0.07887,0.1606,0.06479,0.02254,0.0,0.0,0.06748,2.833,0.242,12.0,60.0,5.0,0.0,0.3325,18.89,4.302,2.0,1.0,7.0,1.0,7.0,7.0,0.0,0.7635,0.0,0.0,0.04333,0.01874,0.07203,0.0,0.3935,12.0,55.0,0.4286,0.7032,0.3732,0.1016,0.2282,0.2102,0.1478,0.0,60.0,0.1073,0.933,0.3321,0.8652,0.7817,0.7464,0.55,0.55,1.111,0.009859,0.0,0.0286,0.0,3.0,81.0,0.1761,0.123,0.4193,0.009859,1.014,0.1456,0.1475,0.0,1.0,2.0,162.0,0.0,1.414,0.06787,0.0,0.0,0.4445,1.16,1.076,0.03002,0.0,23.2,22.64,0.1914,0.5126,0.005337,0.571,0.2102,0.1009,0.08241,0.04045,0.1731,0.2727,0.0733,0.0,0.0,0.0,6.364,1.414,1.414,107.5,2.121,0.3205,19.0,0.0,classic,'.Study No.12; Reveil dans les bois; opus.109.mid'
0.0,0.5561,0.395,14.11,1.679,0.2555,1.942,1.0,2.15,2.817,0.0,0.02665,0.1127,0.1127,0.08899,0.0,0.1418,0.1751,0.1796,0.02332,0.03164,0.0,0.03795,0.008008,0.5787,11.0,3.0,0.04605,2.0,75.0,96.0,0.0,0.0,0.0,1.986,0.6206,0.02161,0.0,0.3577,152.0,7.0,12.0,33.35,1.0,4.745,1.0,8.402,50.0,0.004802,0.1275,0.278,0.04916,0.06759,4.451,0.03533,0.0553,0.1444,0.01536,0.0,0.0,0.02467,0.88,0.6935,12.0,50.0,2.0,0.0,0.1612,11.26,3.672,2.0,2.0,12.0,1.0,12.0,0.0,0.0,0.8646,0.0,0.0,0.03897,0.02872,0.5786,0.0,0.4605,12.0,45.0,0.1667,0.5253,0.278,0.1176,0.3265,0.237,0.1245,0.0,63.0,0.06002,1.0,0.6298,0.625,0.8163,0.0,1.0,1.0,1.0,0.004608,0.0,0.02069,0.0,3.0,143.0,0.05005,0.05846,0.2102,0.2227,1.061,0.08713,0.09248,0.0,1.0,2.0,72.0,0.0,0.0,0.3678,0.0,0.0,0.0,1.009,1.149,0.08899,0.0,24.21,24.21,0.1972,0.2929,0.01303,0.2629,0.2292,0.1058,0.1176,0.04006,0.1272,0.2476,0.05385,0.007852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classic,'.Study No.13; Orage; opus.109.mid'
0.0,0.3994,0.07669,47.38,4.123,0.3815,1.304,1.0,1.881,2.011,0.0,0.007533,0.3156,0.3156,0.1497,0.0,0.2654,0.09172,0.5829,0.0,0.001782,1.0,0.3808,0.01074,0.8593,6.0,9.0,0.01074,2.0,108.8,91.0,0.0,0.0,0.001504,3.0,0.3143,0.2406,0.0,0.4451,84.0,5.0,5.0,108.8,0.0,1.875,1.0,11.41,61.0,0.01654,0.3876,0.07101,0.08284,0.07396,5.017,0.03254,0.06509,0.1006,0.02367,0.0,0.001504,0.0,2.4,1.333,1.0,52.0,9.0,0.0,0.08631,6.157,1.951,1.0,1.0,6.0,1.0,3.0,3.0,0.0,0.4351,0.0,0.0,0.01674,0.0,0.7999,0.0,0.419,12.0,35.0,0.6667,0.699,0.09172,0.1233,0.2662,0.2559,0.1789,0.0,52.0,0.09173,1.0,0.9032,0.8023,0.7195,0.0,1.0,1.0,1.0,0.01183,0.0,0.03897,0.0,9.0,49.0,0.02362,0.1674,0.0902,0.1509,1.008,0.2903,0.2926,0.0,1.0,2.0,147.0,0.0,0.0,0.2126,0.0,0.0,0.0,0.7411,0.7683,0.1497,0.0,19.03,19.03,0.1763,0.1485,0.01288,0.1369,0.07065,0.04711,0.116,0.05244,0.2403,0.1908,0.04561,0.1853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classic,'.Study No.14; Refrain du gondolier; opus.109.mid'
0.0,0.4946,0.1742,25.6,2.66,0.2256,2.307,1.308,2.186,3.156,0.0,0.3618,0.1576,0.2051,0.09817,0.0,0.2066,0.03261,0.2752,0.01205,0.0,0.0,0.05042,0.06265,0.5741,9.0,5.0,0.01696,3.0,74.43,83.0,0.0,0.0,0.0,2.0,0.2643,0.1404,9.0,0.5954,138.0,5.0,7.0,48.31,1.0,1.304,2.0,9.886,60.33,0.007744,0.2536,0.154,0.09239,0.09058,4.245,0.02717,0.05797,0.1721,0.02355,0.0,0.0,0.05435,1.5,0.5536,12.0,55.0,2.0,0.0,0.2415,13.96,2.02,4.0,2.0,17.0,1.0,6.0,6.0,0.0,0.7787,0.0,0.0,0.09524,0.07843,0.4861,0.0,0.4778,12.0,54.0,0.3333,0.5744,0.154,0.09777,0.2439,0.2384,0.1369,0.0,65.0,0.12,0.9051,0.6706,0.8968,0.9307,0.2254,0.5077,1.0,1.467,0.02174,0.0,0.02517,0.0,5.0,46.0,0.01696,0.07563,0.2555,0.1069,1.015,0.1366,0.1386,0.0,1.0,2.0,92.0,1.0,34.65,0.1367,0.0,0.0,0.4615,0.8516,1.52,0.07651,0.0,12.68,11.59,0.1385,0.3394,0.0005385,0.2962,0.2361,0.1025,0.1369,0.04728,0.1673,0.2332,0.0369,0.002307,0.0,0.0,6.364,4.95,34.65,492.9,22.63,0.8112,2.0,0.0,classic,'.Study No.15; Les Sylphes; opus.109.mid'
0.0,0.608,0.001825,178.6,19.35,0.2077,1.596,1.663,2.476,3.692,0.0,0.1933,0.1375,0.3033,0.1027,0.0,0.2022,0.03118,0.2288,0.02499,0.0,0.0,0.2469,0.05989,0.04494,4.0,9.0,0.1377,2.0,63.22,77.0,0.0,0.0,0.0,2.0,0.1807,0.1186,24.0,0.7007,152.0,4.0,4.0,61.64,0.0,0.841,2.0,9.316,62.07,0.001825,0.1359,0.2428,0.07795,0.02673,2.954,0.1225,0.196,0.1403,0.008909,0.0,0.0,0.04934,0.4651,0.3637,12.0,63.0,3.0,0.0,0.2605,17.4,5.152,3.0,2.0,9.0,1.0,9.0,9.0,0.0,0.3333,0.0,0.02469,0.3086,0.08642,0.1975,0.0,0.4335,11.0,43.0,0.3333,0.5025,0.2428,0.1487,0.2792,0.2485,0.1249,0.0,62.0,0.1223,2.388,0.4954,0.7222,0.908,0.7333,0.5806,0.5484,1.0,0.008909,0.0,0.02549,0.0,9.0,75.0,0.1377,0.1111,0.4042,0.04009,1.027,0.1128,0.1159,0.0,1.0,2.0,150.0,0.0,12.73,0.1327,0.0,0.0,0.4728,1.072,1.529,0.05106,0.0,18.66,16.39,0.1321,0.4071,0.0,0.3573,0.2485,0.08026,0.1048,0.03049,0.2226,0.2272,0.04903,0.0,0.0,0.0,16.97,0.0,12.73,393.2,1.414,0.3358,20.0,0.0,classic,'.Study No.16; Separation; opus.109.mid'
0.0,0.4917,0.2236,28.7,2.514,0.228,1.197,1.0,2.439,3.347,0.0,0.1517,0.1735,0.1735,0.1256,0.0,0.1662,0.022,0.2962,0.1504,0.001579,0.0,0.08141,0.07652,0.7548,1.0,9.0,0.06836,2.0,160.3,63.0,0.0,0.0,0.0,2.0,0.2529,0.2727,0.0,0.4745,144.0,5.0,24.0,13.33,0.0,0.8333,1.0,11.22,64.0,0.07238,0.3608,0.08031,0.06821,0.06381,5.181,0.0297,0.06601,0.2079,0.0143,0.0,0.0,0.0,1.52,0.3165,3.0,72.0,0.0,0.0,0.3292,12.61,4.709,1.0,0.0,19.0,1.0,6.0,3.0,0.0,0.7711,0.0,0.0,0.08756,0.08756,0.1854,0.0,0.4269,12.0,58.0,0.3333,0.5418,0.1254,0.07238,0.2419,0.2521,0.1366,0.0,72.0,0.03173,1.0,0.6579,0.6619,0.8973,0.0,1.0,1.0,1.0,0.0264,0.0,0.02143,0.0,9.0,73.0,0.09772,0.05991,0.3877,0.08251,1.085,0.1421,0.1542,0.0,1.0,2.0,146.0,0.0,0.0,0.136,0.0,0.0,0.0,1.036,1.276,0.1256,0.0,17.13,17.13,0.1789,0.4866,0.001057,0.3395,0.245,0.06647,0.1084,0.03544,0.1839,0.2374,0.07881,0.00705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classic,'.Study No.17; Marche; opus.109.mid'
0.0,0.3198,0.6832,13.7,2.352,0.1603,2.03,1.548,1.902,2.347,0.0,0.2602,0.09099,0.1774,0.1381,0.0,0.1049,0.1538,0.2042,0.04547,0.0,0.0,0.008333,0.02972,0.5173,1.0,4.0,0.01049,3.0,84.49,91.0,0.0,0.0,0.0,1.983,0.1014,0.6228,6.0,0.2758,112.0,7.0,4.0,29.8,0.0,0.8328,2.0,5.669,73.15,0.002515,0.09717,0.01923,0.0496,0.1012,4.691,0.005061,0.03239,0.2045,0.01215,0.0,0.0,0.03266,1.061,0.05858,2.0,74.0,2.0,0.0,0.1573,14.2,2.824,5.0,1.0,14.0,1.0,14.0,2.0,0.0,0.9375,0.0,0.001389,0.01389,0.01111,0.6111,0.0,0.5134,11.0,48.0,0.2143,0.4763,0.2915,0.0922,0.2674,0.2672,0.1273,0.0,72.0,0.1358,1.193,0.5278,0.6928,0.8091,0.5962,0.4444,1.0,1.538,0.0334,0.0,0.02012,0.0,4.0,117.0,0.01049,0.04028,0.2211,0.4453,1.037,0.1002,0.1039,0.0,1.0,2.0,59.0,0.0,3.536,0.1303,0.0,0.0,0.4977,0.8697,1.278,0.04225,0.0,23.53,23.47,0.136,0.2216,0.001562,0.1651,0.2448,0.1225,0.1236,0.05274,0.155,0.2119,0.0392,0.02244,0.0,0.0,4.243,4.95,3.536,108.2,28.28,0.7402,18.0,0.0,classic,'.Study No.18; Fileuse; opus.109.mid'
