@RELATION ./Datasets/TEMP/jazz-rock.arff

@ATTRIBUTE "Acoustic Guitar Prevalence" REAL
@ATTRIBUTE "Amount of Arpeggiation" REAL
@ATTRIBUTE "Amount of Staccato" REAL
@ATTRIBUTE "Average Interval Spanned by Melodic Arcs" REAL
@ATTRIBUTE "Average Length of Melodic Arcs" REAL
@ATTRIBUTE "Average Note Duration" REAL
@ATTRIBUTE "Average Note to Note Change in Dynamics" REAL
@ATTRIBUTE "Average Number of Independent Voices" REAL
@ATTRIBUTE "Average Number of Simultaneous Pitch Classes" REAL
@ATTRIBUTE "Average Number of Simultaneous Pitches" REAL
@ATTRIBUTE "Average Range of Glissandos" REAL
@ATTRIBUTE "Average Rest Fraction Per Voice" REAL
@ATTRIBUTE "Average Time Between Attacks" REAL
@ATTRIBUTE "Average Time Between Attacks for Each Voice" REAL
@ATTRIBUTE "Average Variability of Time Between Attacks for Each Voice" REAL
@ATTRIBUTE "Brass Prevalence" REAL
@ATTRIBUTE "Chord Duration" REAL
@ATTRIBUTE "Chromatic Motion" REAL
@ATTRIBUTE "Combined Strength of Two Strongest Rhythmic Pulses" REAL
@ATTRIBUTE "Complete Rests" REAL
@ATTRIBUTE "Complex Chords" REAL
@ATTRIBUTE "Compound Or Simple Meter" REAL
@ATTRIBUTE "Contrary Motion" REAL
@ATTRIBUTE "Diminished and Augmented Triads" REAL
@ATTRIBUTE "Direction of Melodic Motion" REAL
@ATTRIBUTE "Distance Between Most Prevalent Melodic Intervals" REAL
@ATTRIBUTE "Distance Between Two Most Common Vertical Intervals" REAL
@ATTRIBUTE "Dominant Seventh Chords" REAL
@ATTRIBUTE "Dominant Spread" REAL
@ATTRIBUTE Duration REAL
@ATTRIBUTE "Dynamic Range" REAL
@ATTRIBUTE "Electric Guitar Prevalence" REAL
@ATTRIBUTE "Electric Instrument Prevalence" REAL
@ATTRIBUTE "Glissando Prevalence" REAL
@ATTRIBUTE "Harmonicity of Two Strongest Rhythmic Pulses" REAL
@ATTRIBUTE "Importance of Bass Register" REAL
@ATTRIBUTE "Importance of High Register" REAL
@ATTRIBUTE "Importance of Loudest Voice" REAL
@ATTRIBUTE "Importance of Middle Register" REAL
@ATTRIBUTE "Initial Tempo" REAL
@ATTRIBUTE "Interval Between Most Prevalent Pitch Classes" REAL
@ATTRIBUTE "Interval Between Most Prevalent Pitches" REAL
@ATTRIBUTE "Longest Complete Rest" REAL
@ATTRIBUTE "Major or Minor" REAL
@ATTRIBUTE "Maximum Note Duration" REAL
@ATTRIBUTE "Maximum Number of Independent Voices" REAL
@ATTRIBUTE "Mean Melodic Interval" REAL
@ATTRIBUTE "Mean Pitch" REAL
@ATTRIBUTE "Melodic Embellishments" REAL
@ATTRIBUTE "Melodic Large Intervals" REAL
@ATTRIBUTE "Melodic Octaves" REAL
@ATTRIBUTE "Melodic Perfect Fifths" REAL
@ATTRIBUTE "Melodic Perfect Fourths" REAL
@ATTRIBUTE "Melodic Pitch Variety" REAL
@ATTRIBUTE "Melodic Sevenths" REAL
@ATTRIBUTE "Melodic Sixths" REAL
@ATTRIBUTE "Melodic Thirds" REAL
@ATTRIBUTE "Melodic Tritones" REAL
@ATTRIBUTE "Metrical Diversity" REAL
@ATTRIBUTE "Microtone Prevalence" REAL
@ATTRIBUTE "Minimum Note Duration" REAL
@ATTRIBUTE "Minor Major Melodic Third Ratio" REAL
@ATTRIBUTE "Minor Major Triad Ratio" REAL
@ATTRIBUTE "Most Common Melodic Interval" REAL
@ATTRIBUTE "Most Common Pitch" REAL
@ATTRIBUTE "Most Common Pitch Class" REAL
@ATTRIBUTE "Most Common Vertical Interval" REAL
@ATTRIBUTE "Non-Standard Chords" REAL
@ATTRIBUTE "Note Density" REAL
@ATTRIBUTE "Note Density Variability" REAL
@ATTRIBUTE "Number of Common Melodic Intervals" REAL
@ATTRIBUTE "Number of Common Pitches" REAL
@ATTRIBUTE "Number of Moderate Rhythmic Pulses" REAL
@ATTRIBUTE "Number of Pitched Instruments" REAL
@ATTRIBUTE "Number of Relatively Strong Rhythmic Pulses" REAL
@ATTRIBUTE "Number of Strong Rhythmic Pulses" REAL
@ATTRIBUTE "Number of Unpitched Instruments" REAL
@ATTRIBUTE "Oblique Motion" REAL
@ATTRIBUTE "Orchestral Strings Prevalence" REAL
@ATTRIBUTE "Parallel Fifths" REAL
@ATTRIBUTE "Parallel Motion" REAL
@ATTRIBUTE "Parallel Octaves" REAL
@ATTRIBUTE "Partial Chords" REAL
@ATTRIBUTE "Percussion Instrument Prevalence" REAL
@ATTRIBUTE "Perfect Vertical Intervals" REAL
@ATTRIBUTE "Pitch Class Variety" REAL
@ATTRIBUTE "Pitch Variety" REAL
@ATTRIBUTE Polyrhythms REAL
@ATTRIBUTE "Prevalence Ratio of Two Most Common Vertical Intervals" REAL
@ATTRIBUTE "Prevalence of Most Common Melodic Interval" REAL
@ATTRIBUTE "Prevalence of Most Common Pitch" REAL
@ATTRIBUTE "Prevalence of Most Common Pitch Class" REAL
@ATTRIBUTE "Prevalence of Most Common Vertical Interval" REAL
@ATTRIBUTE "Prevalence of Second Most Common Vertical Interval" REAL
@ATTRIBUTE "Quintuple Meter" REAL
@ATTRIBUTE Range REAL
@ATTRIBUTE "Relative Note Density of Highest Line" REAL
@ATTRIBUTE "Relative Note Durations of Lowest Line" REAL
@ATTRIBUTE "Relative Prevalence of Most Common Melodic Intervals" REAL
@ATTRIBUTE "Relative Prevalence of Top Pitch Classes" REAL
@ATTRIBUTE "Relative Prevalence of Top Pitches" REAL
@ATTRIBUTE "Relative Range Isolation of Loudest Voice" REAL
@ATTRIBUTE "Relative Range of Highest Line" REAL
@ATTRIBUTE "Relative Range of Loudest Voice" REAL
@ATTRIBUTE "Relative Size of Melodic Intervals in Lowest Line" REAL
@ATTRIBUTE "Repeated Notes" REAL
@ATTRIBUTE "Rhythmic Looseness" REAL
@ATTRIBUTE "Rhythmic Variability" REAL
@ATTRIBUTE "Saxophone Prevalence" REAL
@ATTRIBUTE "Second Most Common Vertical Interval" REAL
@ATTRIBUTE "Second Strongest Rhythmic Pulse" REAL
@ATTRIBUTE "Seventh Chords" REAL
@ATTRIBUTE "Similar Motion" REAL
@ATTRIBUTE "Standard Triads" REAL
@ATTRIBUTE "Stepwise Motion" REAL
@ATTRIBUTE "Strength Ratio of Two Strongest Rhythmic Pulses" REAL
@ATTRIBUTE "Strength of Second Strongest Rhythmic Pulse" REAL
@ATTRIBUTE "Strength of Strongest Rhythmic Pulse" REAL
@ATTRIBUTE "String Ensemble Prevalence" REAL
@ATTRIBUTE "String Keyboard Prevalence" REAL
@ATTRIBUTE "Strong Tonal Centres" REAL
@ATTRIBUTE "Strongest Rhythmic Pulse" REAL
@ATTRIBUTE "Triple Meter" REAL
@ATTRIBUTE "Variability Across Voices of Total Rests Per Voice" REAL
@ATTRIBUTE "Variability of Note Durations" REAL
@ATTRIBUTE "Variability of Note Prevalence of Pitched Instruments" REAL
@ATTRIBUTE "Variability of Note Prevalence of Unpitched Instruments" REAL
@ATTRIBUTE "Variability of Number of Independent Voices" REAL
@ATTRIBUTE "Variability of Number of Simultaneous Pitch Classes" REAL
@ATTRIBUTE "Variability of Number of Simultaneous Pitches" REAL
@ATTRIBUTE "Variability of Time Between Attacks" REAL
@ATTRIBUTE "Variability of Voice Separation" REAL
@ATTRIBUTE "Variation of Dynamics" REAL
@ATTRIBUTE "Variation of Dynamics In Each Voice" REAL
@ATTRIBUTE "Vertical Dissonance Ratio" REAL
@ATTRIBUTE "Vertical Major Third Prevalence" REAL
@ATTRIBUTE "Vertical Minor Seconds" REAL
@ATTRIBUTE "Vertical Minor Third Prevalence" REAL
@ATTRIBUTE "Vertical Octaves" REAL
@ATTRIBUTE "Vertical Perfect Fifths" REAL
@ATTRIBUTE "Vertical Perfect Fourths" REAL
@ATTRIBUTE "Vertical Sevenths" REAL
@ATTRIBUTE "Vertical Sixths" REAL
@ATTRIBUTE "Vertical Thirds" REAL
@ATTRIBUTE "Vertical Tritones" REAL
@ATTRIBUTE "Vertical Unisons" REAL
@ATTRIBUTE "Vibrato Prevalence" REAL
@ATTRIBUTE "Violin Prevalence" REAL
@ATTRIBUTE "Voice Equality - Dynamics" REAL
@ATTRIBUTE "Voice Equality - Melodic Leaps" REAL
@ATTRIBUTE "Voice Equality - Note Duration" REAL
@ATTRIBUTE "Voice Equality - Number of Notes" REAL
@ATTRIBUTE "Voice Equality - Range" REAL
@ATTRIBUTE "Voice Overlap" REAL
@ATTRIBUTE "Voice Separation" REAL
@ATTRIBUTE "Woodwinds Prevalence" REAL
@ATTRIBUTE genre {jazz, rock}
@ATTRIBUTE title STRING

@DATA
0.0,0.3733,0.3312,15.75,1.888,0.2399,9.237,3.404,3.159,4.445,0.0,0.3514,0.1304,0.3742,0.4311,0.1298,0.1127,0.1488,0.2911,0.04796,0.1764,0.0,0.0824,0.01142,0.4774,1.0,9.0,0.06923,3.0,153.9,81.0,0.0,0.0,0.0,1.49,0.2862,0.1594,24.25,0.5544,152.0,7.0,5.0,5.183,0.0,4.011,5.0,7.39,60.06,0.008708,0.1818,0.05333,0.06456,0.1102,4.126,0.02877,0.01965,0.1018,0.02105,0.0,0.0,0.02632,1.132,0.86,2.0,69.0,0.0,0.0,0.3881,23.27,7.651,4.0,0.0,10.0,4.0,9.0,3.0,10.0,0.5614,0.0,0.006653,0.1013,0.01791,0.1945,0.3267,0.416,12.0,60.0,0.2222,0.5856,0.1537,0.07092,0.1702,0.2046,0.1198,0.0,60.0,0.1135,2.183,0.968,0.8578,0.8588,0.0,0.35,0.35,0.5217,0.1165,0.0,0.02394,0.1298,9.0,76.0,0.3248,0.2549,0.09259,0.3025,1.026,0.1437,0.1474,0.0,0.3713,2.0,51.0,0.0,26.23,0.2821,487.4,115.1,1.243,1.447,2.148,0.08567,13.86,18.31,6.936,0.2754,0.5238,0.01181,0.5231,0.1456,0.1068,0.1046,0.0798,0.1576,0.2104,0.03558,0.05906,0.0,0.0,18.31,6.292,26.23,491.6,14.17,0.9494,11.0,0.08539,jazz,chattanooga_choo_choo_gr_kar.mid
0.0,0.4968,0.2778,7.787,1.862,0.2513,7.569,7.728,4.068,6.638,18.51,0.5247,0.1257,0.5312,1.28,0.6099,0.09965,0.2072,0.2632,0.02265,0.3876,0.0,0.05985,0.003814,0.5213,1.0,3.0,0.06281,2.0,324.4,88.0,0.0,0.0,0.05811,3.0,0.3653,0.04964,11.73,0.585,150.0,3.0,2.0,36.81,0.0,2.878,16.0,3.306,56.65,0.02124,0.02634,0.03778,0.03864,0.06336,4.009,0.01813,0.02774,0.1879,0.01565,0.0,0.0,0.01,1.981,0.05384,0.0,58.0,8.0,0.0,0.5741,39.39,16.08,4.0,0.0,11.0,9.0,9.0,3.0,10.0,0.4556,0.001802,0.0103,0.2075,0.03941,0.06239,0.2044,0.4003,12.0,60.0,0.2222,0.6749,0.2115,0.07082,0.1424,0.1918,0.1295,0.0,61.0,0.1019,1.367,0.9796,0.9606,0.9513,0.0,0.3279,0.3279,1.974,0.2115,0.0,0.02082,0.3217,3.0,150.0,0.2563,0.277,0.1073,0.3729,1.103,0.1252,0.138,0.0,0.1121,2.0,50.0,0.0,57.57,0.267,595.5,361.3,4.84,1.533,2.918,0.105,2.568,11.27,10.2,0.3231,0.7134,0.02039,0.7402,0.1266,0.1127,0.09572,0.0786,0.1358,0.2197,0.05914,0.06526,0.0,0.0,3.688,2.326,57.57,564.3,8.233,0.9904,2.143,0.0,jazz,chattanooga_choo_choo_gw.mid
0.0,0.3502,0.5274,9.88,1.948,0.1159,11.13,3.02,3.027,3.579,0.0,0.5408,0.03352,0.2224,2.598,0.2707,0.02895,0.2143,0.1192,0.141,0.241,0.0,0.04597,0.008906,0.5003,1.0,1.0,0.007177,5.0,218.1,116.0,0.0,0.0,0.0,1.167,0.282,0.1072,10.2,0.6107,145.0,3.0,3.0,27.76,0.0,1.322,6.0,4.966,58.63,0.01885,0.07782,0.02858,0.05255,0.09257,6.223,0.03743,0.05108,0.1894,0.02987,0.0,0.0,0.007328,1.233,1.673,1.0,62.0,2.0,5.0,0.598,36.02,17.56,4.0,0.0,12.0,5.0,8.0,0.0,14.0,0.5682,0.0,0.004855,0.09081,0.002996,0.2272,0.3078,0.3568,12.0,64.0,0.375,0.8512,0.2143,0.06475,0.1302,0.1342,0.1142,0.0,68.0,0.06347,1.657,0.9501,0.9435,0.8494,0.0,0.4265,0.3824,0.5882,0.02287,6.625,0.008862,0.07462,4.0,49.0,0.09116,0.295,0.0836,0.4178,1.116,0.05632,0.06286,0.0,0.2745,2.0,42.0,0.0,42.84,0.1002,645.6,356.4,1.567,1.645,2.093,0.04567,9.327,14.97,11.81,0.4247,0.4347,0.05032,0.386,0.08752,0.1106,0.1342,0.1095,0.1383,0.2068,0.05001,0.02452,0.0,0.0,7.918,2.608,42.84,792.5,14.81,0.9819,7.5,0.0,jazz,cherokee-clifford-brown-arturo-sandoval_rg1.mid
0.0,0.3764,0.2638,12.22,2.26,0.3953,0.02362,2.506,3.618,4.476,0.0,0.3789,0.2015,0.509,0.4962,0.0,0.1617,0.1775,0.4139,0.001823,0.3721,0.0,0.1018,0.01312,0.5006,1.0,2.0,0.007118,6.0,149.3,63.0,0.4453,0.4453,0.0,2.0,0.2345,0.2895,40.0,0.476,180.0,4.0,4.0,19.55,0.0,2.664,4.0,5.366,62.71,0.02765,0.1292,0.01798,0.04382,0.1079,5.834,0.02022,0.02022,0.2539,0.03596,0.0,0.0,0.03889,1.354,0.4317,2.0,64.0,0.0,7.0,0.5208,11.65,3.766,5.0,0.0,15.0,3.0,5.0,4.0,7.0,0.635,0.0,0.0005222,0.06789,0.001044,0.2834,0.2558,0.3429,12.0,65.0,0.6,0.9546,0.1809,0.04954,0.1293,0.1225,0.1169,0.0,65.0,0.1834,2.784,0.9814,0.9461,0.9844,0.577,0.3692,0.3692,0.4615,0.01236,0.0,0.02687,0.0,5.0,90.0,0.1735,0.1953,0.02229,0.3584,1.121,0.1951,0.2187,0.0,0.0,3.0,45.0,0.0,55.85,0.4004,312.1,48.86,0.635,1.435,1.909,0.1541,5.657,22.5,4.994,0.3978,0.5701,0.02325,0.5636,0.1022,0.1225,0.1169,0.1439,0.1498,0.2227,0.05068,0.001224,0.0,0.0,23.72,3.215,55.85,254.9,10.15,0.5351,22.0,0.0,jazz,cherokee_ag1.mid
0.0,0.3816,0.003474,8.72,1.723,0.2244,0.2513,3.968,3.549,5.301,2.759,0.4549,0.1513,0.4807,1.138,0.1308,0.1587,0.2203,0.2286,0.05381,0.4143,0.0,0.09092,0.00264,0.4245,4.0,4.0,0.01452,4.0,286.2,51.0,0.0,0.224,0.009471,3.94,0.373,0.2307,18.67,0.3963,100.0,2.0,36.0,100.8,0.0,4.8,7.0,4.707,56.97,0.002276,0.05431,0.01429,0.03764,0.1177,4.578,0.07718,0.06265,0.146,0.06884,0.0,0.008491,0.025,1.482,0.0,1.0,26.0,2.0,0.0,0.8334,29.19,7.474,3.0,0.0,13.0,6.0,13.0,5.0,9.0,0.416,0.0,0.003416,0.2699,0.0452,0.1406,0.2664,0.3308,12.0,78.0,0.3077,0.8317,0.2203,0.05748,0.1708,0.1713,0.1425,0.0,77.0,0.08132,1.229,0.5341,0.7247,0.8864,0.0,0.6623,0.2597,0.5,0.0898,0.0,0.02239,0.104,4.0,197.0,0.01804,0.2232,0.007921,0.3316,1.008,0.1138,0.1148,0.0,0.2599,2.0,50.0,0.0,79.03,0.2939,702.1,410.3,1.238,1.554,2.413,0.07481,7.765,13.12,2.2,0.5836,0.6793,0.03761,0.3647,0.1565,0.06389,0.09555,0.1412,0.1115,0.1891,0.09674,0.01486,0.0,0.0,12.81,3.347,79.03,785.9,13.11,0.996,10.4,0.0,jazz,cherokee_drive-Alain-Caron_bl2.mid
0.0,0.5754,0.5019,9.648,1.521,0.2702,20.53,2.756,3.053,3.99,36.56,0.5748,0.07975,0.6516,2.255,0.0,0.09793,0.00244,0.1533,0.1395,0.07952,0.0,0.01817,0.0,0.5207,2.0,5.0,0.005992,5.0,312.4,97.0,0.1775,0.3438,0.008483,1.238,0.318,0.2813,30.4,0.4007,103.0,5.0,2.0,9.407,0.0,4.194,6.0,5.19,59.22,0.007461,0.03009,0.168,0.06141,0.1033,4.034,0.02806,0.06791,0.1261,0.00732,0.0,0.0,0.02427,1.422,0.1399,2.0,32.0,8.0,0.0,0.2387,18.04,7.883,4.0,1.0,9.0,5.0,8.0,0.0,5.0,0.5537,0.0,0.0005679,0.02811,0.007382,0.0767,0.4765,0.487,8.0,29.0,0.25,0.9735,0.22,0.1028,0.2043,0.2006,0.1953,0.0,62.0,0.1357,0.9057,0.8429,0.9817,0.8449,0.9487,0.1935,0.2742,0.0,0.1854,1.0,0.01231,0.0,5.0,42.0,0.3558,0.4001,0.3287,0.2224,1.204,0.06957,0.08375,0.0,0.1386,2.0,52.0,0.0,60.08,0.4839,322.9,815.9,1.203,1.229,1.894,0.06215,13.23,35.55,17.95,0.1795,0.5707,0.003629,0.4615,0.1383,0.09114,0.1953,0.0611,0.1817,0.1791,0.0006848,0.06227,0.004072,0.0,23.36,2.51,60.08,901.8,9.602,0.8998,11.5,0.0,jazz,cherry_pie_jk.mid
0.0,0.482,0.6453,14.05,1.646,0.1456,11.52,1.778,2.984,3.506,0.0,0.6974,0.106,0.4232,0.5398,0.0,0.08017,0.02671,0.2146,0.1432,0.08888,0.0,0.05272,0.02749,0.4994,2.0,2.0,0.08152,7.0,100.5,76.0,0.0,0.0,0.0,2.0,0.1246,0.2039,15.0,0.6715,172.0,5.0,5.0,9.789,0.0,9.581,4.0,8.197,63.94,0.03513,0.2056,0.03136,0.1556,0.1254,3.897,0.03252,0.07898,0.1661,0.04994,0.0,0.0,0.001453,1.344,0.659,7.0,60.0,0.0,3.0,0.2303,23.06,9.639,3.0,1.0,14.0,3.0,4.0,1.0,17.0,0.5756,0.0,0.003457,0.05445,0.01124,0.1133,0.2832,0.3825,12.0,57.0,0.75,0.9622,0.1556,0.1022,0.1978,0.1482,0.1426,0.0,63.0,0.1645,3.377,0.806,0.7768,0.8107,0.0,0.8413,0.3016,0.0,0.05575,0.0,0.01614,0.0,5.0,86.0,0.1968,0.3172,0.4596,0.09872,1.336,0.09186,0.1227,0.0,0.6466,2.0,43.0,0.0,27.34,0.2966,560.9,77.85,0.6807,1.127,1.493,0.1049,7.81,18.89,11.37,0.1932,0.5877,0.0186,0.6003,0.1038,0.1031,0.1426,0.03955,0.1678,0.2877,0.04077,0.03294,0.0,0.0,8.944,3.202,27.34,369.2,16.54,0.8907,11.0,0.0,jazz,chicago_hh.mid
0.0,0.3212,0.3347,25.94,1.574,0.2182,12.97,3.236,2.141,3.092,16.67,0.3591,0.08258,0.8423,2.838,0.0537,0.06765,0.04744,0.1829,0.01368,0.002841,0.0,0.1014,0.05321,0.4621,1.0,3.0,0.008443,2.0,100.8,78.0,0.0,0.1043,0.001661,1.978,0.5033,0.232,38.75,0.2647,180.0,3.0,39.0,10.94,0.0,4.638,5.0,16.43,55.99,0.0265,0.4756,0.07051,0.02372,0.02628,6.787,0.02372,0.05,0.1455,0.02308,0.0,0.0,0.008287,1.671,1.092,2.0,38.0,5.0,0.0,0.2791,28.68,8.892,2.0,0.0,12.0,4.0,9.0,0.0,7.0,0.5233,0.0,0.0,0.1102,0.05919,0.4565,0.3703,0.5799,10.0,57.0,0.2222,0.3444,0.09487,0.06866,0.2431,0.3816,0.1314,0.0,72.0,0.1683,2.631,0.9595,0.779,0.9355,0.0,0.4306,0.2222,2.759,0.01923,0.2222,0.01458,0.0,3.0,91.0,0.05723,0.2651,0.2071,0.1423,1.164,0.08453,0.09837,0.0,0.4718,2.0,46.0,0.0,46.19,0.269,610.5,164.6,0.7321,0.9612,1.639,0.1,4.726,24.87,7.144,0.1286,0.2664,0.01405,0.328,0.2357,0.1146,0.08365,0.04289,0.0961,0.2101,0.03213,0.1459,0.001107,0.0,22.72,8.617,46.19,595.1,26.92,0.9833,13.33,0.0,jazz,choo_choo_ch_boogie-Louis-Jordan_dc.mid
0.0,0.2786,0.408,9.719,2.478,0.1607,5.184,3.098,2.397,3.058,12.68,0.6832,0.1125,0.9951,7.198,0.04911,0.09584,0.117,0.1845,0.1884,0.1359,0.0,0.08644,0.005305,0.4981,3.0,5.0,0.00309,4.0,295.7,91.0,0.04643,0.3234,0.03481,1.5,0.3585,0.245,24.12,0.3965,131.0,2.0,5.0,8.927,0.0,3.546,7.0,3.961,57.6,0.009501,0.02743,0.009753,0.03231,0.2201,4.602,0.03657,0.02774,0.171,0.01981,1.0,0.009613,0.0,2.4,0.1017,2.0,36.0,2.0,0.0,0.467,25.33,10.26,4.0,0.0,11.0,7.0,11.0,0.0,36.0,0.5297,0.0,0.02141,0.1348,0.01507,0.3169,0.4849,0.4895,12.0,68.0,0.4545,0.5509,0.3124,0.08236,0.1839,0.2407,0.1326,0.0,68.0,0.1517,0.7414,0.7044,0.9802,0.7319,0.0,0.5,0.5588,0.75,0.02591,0.0,0.0208,0.04911,5.0,66.0,0.08164,0.249,0.1344,0.4294,1.046,0.09018,0.0943,0.0,0.1167,2.0,44.0,0.0,48.99,0.3137,391.3,168.9,1.567,1.472,2.11,0.08072,8.344,18.99,9.453,0.3206,0.2936,0.02738,0.2288,0.1215,0.1161,0.1326,0.1059,0.09335,0.1744,0.04586,0.1192,0.001039,0.0,13.64,1.69,48.99,1102.0,4.673,0.9993,5.429,0.0,jazz,city_gate_rumble-chick-corea_em.mid
0.0,0.4581,0.5818,14.72,1.882,0.1681,11.54,4.428,2.927,4.222,35.22,0.683,0.06044,0.8356,2.658,0.111,0.05867,0.06672,0.2006,0.0627,0.1258,0.0,0.06054,0.02029,0.3852,3.0,5.0,0.08473,6.0,203.1,118.0,0.03968,0.03968,0.01195,1.5,0.4326,0.08106,21.17,0.4864,143.0,8.0,4.0,14.46,0.0,2.616,12.0,7.179,54.81,0.001171,0.1875,0.05048,0.03628,0.05809,3.818,0.01421,0.1248,0.2222,0.02182,0.0,0.004109,0.01311,1.147,0.3129,3.0,57.0,9.0,0.0,0.2629,37.86,14.14,5.0,3.0,10.0,11.0,7.0,1.0,14.0,0.4976,0.0,0.002095,0.05122,0.005122,0.2726,0.3034,0.4868,12.0,52.0,0.2857,0.3632,0.1187,0.1558,0.2312,0.2957,0.1074,0.0,53.0,0.1793,2.624,0.9573,0.6511,0.6019,0.289,0.2453,0.2453,0.25,0.1136,0.5714,0.01504,0.06336,5.0,72.0,0.3048,0.3907,0.1597,0.171,1.609,0.07688,0.1237,0.0,0.3361,2.0,48.0,0.0,57.72,0.2426,610.5,149.5,1.937,1.367,2.142,0.09108,4.407,23.49,9.536,0.1862,0.571,0.01788,0.5331,0.1608,0.08373,0.1074,0.0485,0.1535,0.2027,0.0311,0.1349,0.0,0.0,25.96,3.357,57.72,759.6,6.829,0.9659,3.727,0.04502,jazz,civilization-bongo-bongo-bongo-kar_gc9.mid
0.0,0.3949,0.4502,15.43,1.666,0.1776,13.52,2.015,2.41,2.845,63.0,0.3987,0.06155,0.2136,0.2652,0.0,0.05155,0.1275,0.08948,0.1421,0.197,0.0,0.1144,0.01494,0.4698,1.0,4.0,0.005874,6.0,270.0,91.0,0.0,0.0,0.0003257,1.35,0.3296,0.2381,3.0,0.4322,160.0,7.0,4.0,5.609,0.0,3.647,3.0,9.037,60.67,0.05186,0.2317,0.0764,0.04427,0.07426,6.209,0.06034,0.05677,0.1564,0.05641,0.0,0.0,0.0,1.037,1.243,1.0,63.0,0.0,0.0,0.5254,17.06,5.231,2.0,0.0,11.0,2.0,5.0,0.0,15.0,0.4763,0.0,0.003386,0.04026,0.004138,0.4128,0.331,0.3207,12.0,77.0,0.4,0.992,0.1275,0.05896,0.1518,0.121,0.12,0.0,82.0,0.04365,2.239,0.7087,0.8262,0.8619,0.6646,1.0,1.0,1.429,0.02571,12.2,0.00819,0.0,4.0,54.0,0.02341,0.3691,0.03837,0.2178,1.459,0.03639,0.05309,0.0,0.4997,2.0,40.0,0.0,44.09,0.212,1072.0,159.1,0.7596,1.501,1.99,0.09626,0.0,13.71,13.32,0.4679,0.2918,0.02975,0.2762,0.1162,0.0918,0.108,0.1527,0.1381,0.2224,0.06433,0.004777,0.0,0.0,3.464,4.243,44.09,758.1,35.36,0.6679,25.0,0.0,jazz,close_your_eyes_dmck.mid
0.0,0.5187,0.1468,6.35,1.761,0.7048,5.548,9.026,4.85,7.177,18.33,0.4429,0.06934,1.325,3.317,0.5371,0.129,0.1975,0.1243,0.05276,0.6811,0.0,0.02926,0.004843,0.4793,1.0,7.0,0.005624,3.0,249.6,80.0,0.0,0.0,0.0009591,1.047,0.2577,0.04668,13.93,0.6957,72.0,4.0,3.0,129.4,0.0,13.05,16.0,2.597,58.48,0.01473,0.00747,0.01299,0.05229,0.0669,4.451,0.02209,0.01656,0.1455,0.03897,0.0,0.0,0.0009259,1.164,0.6244,0.0,62.0,9.0,0.0,0.8312,16.08,9.35,3.0,0.0,10.0,8.0,4.0,0.0,14.0,0.6193,0.0,0.006924,0.06524,0.004681,0.03113,0.219,0.3874,12.0,57.0,0.75,0.6722,0.2852,0.07289,0.1554,0.181,0.1217,0.0,61.0,0.3453,0.9689,0.6925,0.8519,1.0,0.04776,0.4098,0.377,2.727,0.2852,6.0,0.01119,0.2322,7.0,45.0,0.1192,0.2862,0.0185,0.3521,2.429,0.03626,0.08807,0.0,0.1603,2.0,43.0,0.0,52.36,0.8782,169.4,87.19,4.348,1.354,2.159,0.1522,2.468,17.09,15.75,0.4011,0.8788,0.02489,0.8301,0.1038,0.1217,0.0847,0.1167,0.1036,0.2227,0.05467,0.0772,0.0,0.0,7.576,1.187,52.36,218.6,6.288,0.9903,2.357,0.0,jazz,come_rain_or_come_shine-woody_gw.mid
0.0,0.4104,0.02992,19.68,1.829,0.6289,9.5,3.784,4.7,7.809,0.0,0.4719,0.1404,0.7331,1.562,0.0,0.1798,0.0813,0.2671,0.02023,0.6889,0.0,0.08389,0.001925,0.4872,2.0,4.0,0.01227,7.0,320.0,82.0,0.06783,0.2842,0.0,1.705,0.3701,0.2101,20.5,0.4199,75.0,2.0,6.0,312.7,0.0,6.4,6.0,9.469,59.01,0.04406,0.2203,0.04438,0.06245,0.08602,4.708,0.01335,0.04046,0.1469,0.06324,0.0,0.0,0.003333,1.71,0.1333,0.0,51.0,7.0,0.0,0.8569,15.25,4.292,3.0,0.0,13.0,6.0,1.0,1.0,7.0,0.5648,0.0,0.001309,0.04906,0.00419,0.02284,0.2264,0.3235,12.0,67.0,1.0,0.7379,0.1245,0.06411,0.1552,0.1648,0.1216,0.0,73.0,0.1065,2.045,0.9401,0.8754,0.8058,0.0,0.8219,0.274,0.0,0.1245,0.0,0.0188,0.0,4.0,44.0,0.1199,0.3023,0.0003719,0.1984,4.687,0.04696,0.2201,0.1928,0.2164,4.0,75.0,0.0,93.77,0.7987,345.8,195.0,1.221,1.041,2.108,0.1901,5.128,15.33,8.94,0.463,0.9126,0.0183,0.7503,0.1256,0.09897,0.05976,0.1211,0.1326,0.2274,0.0856,0.0392,0.0,0.0,14.72,7.202,93.77,363.3,18.24,0.9662,5.6,0.0,jazz,come_sunday_mw.mid
